entidad_id,nombre_extraido,nombre_real,ciudad,email_extraido,email_real,codigo_despacho,numero_despacho,jurisdiccion,distrito,circuito,juez,direccion,telefono,area,total_registros
1778,JUZGADO QUINTO DE FAMILIA DE BOGOTÁ D. C.,,BOGOTÁ D.C.,FLIA05BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,47
1779,JUZGADO TERCERO PROMISCUO MUNICIPAL DE TAME ARAUCA,JUZGADO 001 PROMISCUO MUNICIPAL DE TAME,TAME,J03PRMTAME@CENDOJ.RAMAJUDICIAL.GOV.CO,,817944089001,,ORDINARIA,ARAUCA,SARAVENA,ABELARDO RODRIGUEZ GARCIA,CALLE 16#14-03,7-8886304,JUDICIAL,47
1781,JUZGADO VEINTIDÓS DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,MEDELLÍN,J22PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,050014189001,,ORDINARIA,MEDELLÍN,MEDELLÍN,MARIA CLARA GIRALDO ACEVEDO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,JUDICIAL,46
1782,JUZGADO SEXTO CIVIL DEL CIRCUITO DE CALI,JUZGADO 001 CIVIL DEL CIRCUITO DE CALI,CALI,J06CCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,760013103001,,ORDINARIA,CALI,CALI,ANDRES JOSE SOSSA  RESTREPO,"CARRERA 10 # 12-15 - PISO 12, PALACIO DE JUSTICIA PEDRO ELIAS SERRANO ABADIA",2-8986868Ext 4011 4012,JUDICIAL,46
1783,JUZGADO DIECIOCHO DE FAMILIA EN ORALIDAD,,,FLIA18BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1784,JUZGADO CUARTO CIVIL MUNICIPAL SINCELEJO SUCRE,,SINCELEJO,CMPAL04SINC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1785,JUZGADO CATORCE CIVIL DEL CIRCUITO,,MEDELLÍN,J14CCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1786,JUZGADO VEINTISÉIS DE PEQUEÑAS CAUSAS COMPETENCIA MÚLTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,MEDELLÍN,J02PQCCMKBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,050014189001,,ORDINARIA,MEDELLÍN,MEDELLÍN,MARIA CLARA GIRALDO ACEVEDO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,JUDICIAL,46
1788,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE SOCORRO SANTANDER,JUZGADO 001 PROMISCUO MUNICIPAL DE SOCORRO,EL SOCORRO,J02PRMSOC@CENDOJ.RAMAJUDICIAL.GOV.CO,,687554089001,,ORDINARIA,SAN GIL,SOCORRO,WILSON  CASTAÑEDA  PAEZ,CALLE 16 # 14-21 - OFICINA 202,7-7272874,JUDICIAL,46
1789,JUZGADO PROMISCUO MUNICIPAL SALENTO QUINDIO,,SALENTO,JPRMPALSALENTO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1790,JUZGADO TREINTA Y DOS 32 DE PEQUEÑAS CAUSAS Y COMPETENCIA,,MEDELLÍN,J32PCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,32,,,,,,,,46
1791,JUZGADO PROMISCUO MUNICIPAL DE CANALETE CÓRDOBA,JUZGADO 001 PROMISCUO MUNICIPAL DE CÓRDOBA,CANALETE,J01PRMPALCANALETE@CENDOJ.RAMAJUDICIAL.GOV.CO,,132124089001,,ORDINARIA,CARTAGENA,CARMEN DE BOLÍVAR,CLARA ISABEL MARRUGO PARDO,"CALLE 7#7-71 - BARRIO CENTRO, CALLE BULA.",N/A-3102384027,JUDICIAL,46
1792,JUZGADO PROMISCUO MUNICIPAL DE PUEBLO RICO RDA,JUZGADO 001 PROMISCUO MUNICIPAL DE PUEBLO RICO,PUEBLO RICO,PRMPALPUEBLORICO@CENDOJ.RAMAJUDICIAL.GOV.CO,,055764089001,,ORDINARIA,ANTIOQUIA,JERICÓ,JULIANA OSPINA MENA,CALLE 32#28-44 - AVENIDA LA PAZ,4-8498307,JUDICIAL,46
1793,JUZGADO ONCE LABORAL DEL CIRCUITO DE CALI,,AGUACHICA,J11LCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1794,JUZGADO PROMISCUO MUNICIPAL DE OBANDO VALLE DEL CAUCA,,OBANDO,J01PMOBANDO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1795,JUZGADO ÚNICO PROMISCUO MUNICIPAL DE EL AGRADO HUILA,,AGRADO,J01PRMAGRADO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1796,JUZGADO 52 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTÁ D.C,,BOGOTÁ D.C.,J52PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,52,,,,,,,,46
1797,JUZGADO PRIMERO LABORAL DEL CIRCUITO DE IPIALES,,IPIALES,J01LCTOIPIALES@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1798,JUZGADO VEINTISIETE CIVIL MUNICIPAL  CALI - VALLE,,CALI,J27CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1799,JUZGADO CUARTO CIVIL DEL CIRCUITO VILLAVICENCIO META,,VILLAVICENCIO,CCTO04VCIO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1800,JUZGADO SEGUNDO MUNICIPAL  MONTERÍA - CÓRDOBA,,MONTERÍA,J02PQCCMMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1801,JUZGADO CUARTO LABORAL DEL CIRCUITO  IBAGUÉ,,IBAGUÉ,J04LCTOIBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,46
1802,JUZGADO SEGUNDO CIVIL MUNICIPAL DE MENOR CUANTIA,,,J02CMPAYAN@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1803,JUZGADO TERCERO CIVIL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES ANTES JUZGADO SEXTO CIVIL MUNICIPAL,,,CSERCFVPAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1804,JUZGADO VEINTE 20 CIVIL DEL CIRCUITO DE ORALIDAD,,MEDELLÍN,CCTO20FBT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,20,,,,,,,,45
1805,JUZGADO CUARTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE NEIVA - HUILA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE NEIVA,NEIVA,CMPL07NEI@CENDOJ.RAMAJUDICIAL.GOV.CO,,410014189001,,ORDINARIA,NEIVA,NEIVA,WILSON REINALDO CARRIZOSA  CUELLAR,CARRERA 7#6-03 - PISO 3,8-8713079,JUDICIAL,45
1806,JUZGADO CINCUENTA ( 50 ) CIVIL MUNICIPAL,,,CMPL50BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,50,,,,,,,,45
1807,JUZGADO OCTAVO DE FAMILIA DE ORALIDAD DE CALI,,CALI,J08FCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1808,JUZGADO CUARTO CIVIL MUNICIPAL EL ESPINAL - TOLIMA,,EL ESPINAL,J04CMPALESPINAL@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1809,JUZGADO TERCERO PROMISCUO DE FAMILIA DE SOGAMOSO,,SOGAMOSO,J03PRFCTOSOGAMOSO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1811,JUZGADO CUARENTA Y TRES CIVIL MUNICIPAL,,,CMPL43BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1812,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CHINCHINÁ,JUZGADO 001 PROMISCUO MUNICIPAL DE CHINCHINÁ,CHINCHINÁ,J02PRMPALCHI@CENDOJ.RAMAJUDICIAL.GOV.CO,,171744089001,,ORDINARIA,MANIZALES,CHINCHINÁ,CATALINA ANDREA HURTADO  ARANGO,CALLE 22#4A-30 - PISO 7,6-8505990,JUDICIAL,45
1814,JUZGADO 64 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLE DE BOGOTÁ,,BOGOTÁ D.C.,CMPL82BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,64,,,,,,,,45
1815,JUZGADO NOVENO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE CALI,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE CALI,CALI,J09PCCMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,760014189001,,ORDINARIA,CALI,CALI,LUIS CARLOS RINCON  AMEZQUITA,CALLE 73#26M-90,N/A-3001800729,JUDICIAL,45
1816,JUZGADO VEINTIOCHO DE FAMILIA DE BOGOTA,JUZGADO 001 DE FAMILIA  DE BOGOTÁ,BOGOTÁ D.C.,FLIA28BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,110013110001,,ORDINARIA,BOGOTÁ,BOGOTÁ,ALVARO JESÚS GUERRERO GARCIA,AVENIDA CARRERA 7#12C-23 - PISO 3,2822094,JUDICIAL,45
1817,JUZGADO TERCERO LABORAL DEL CIRCUITO DE BARRANQUILLA,,BARRANQUILLA,LCTO03BA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1818,JUZGADO PRIMERO LABORAL DEL CIRCUITO AGUACHICA CESAR,,AGUACHICA,J01LCTOAGUACHICA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1820,JUZGADO TERCERO PROMISCUO MUNICIPAL SOCORRO- SANTANDER,,EL SOCORRO,J03PRMSOC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1821,"JUZGADO SEXTO CIVIL DEL CIRCUITO  BOGOTÁ , D. C.",,BOGOTÁ D.C.,J06CCTOBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1822,JUZGADO VEINTICINCO CIVIL DEL CIRCUITO  BOGOTÁ D.C.,,BOGOTÁ D.C.,CCTO25BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,45
1823,JUZGADO PRIMERO ADMINISTRATIVO DE VALLEDUPAR,JUZGADO 001 ADMINISTRATIVO  DE VALLEDUPAR,VALLEDUPAR,J01ADMVALLEDUPAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,200013333001,,CONTENCIOSO ADMINISTRATIVO,CESAR,VALLEDUPAR,JAIME ALFONSO CASTRO  MARTINEZ,CARRERA 14#14-09 - EDIFICIO TORRE PREMIUM OFICINA 401,NR,JUDICIAL,44
1824,JUZGADO 86 CIVIL MUNICIPAL DE BOGOTÁ,,BOGOTÁ D.C.,CMPL86BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,86,,,,,,,,44
1825,JUZGADO SÉPTIMO DE FAMILIA,,MEDELLÍN,J07FCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1826,JUZGADO LABORAL DEL CIRCUITO TUMACO NARIÑO,,TUMACO,J01LCTOTUM@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1827,JUZGADO 84 CIVIL MUNICIPAL DE BOGOTÁ D.C TRANSFORMADO TRANSITORIAMENTE EN EL JUZGADO SESENTA Y SEIS DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ D.C.,,BOGOTÁ D.C.,CMPL84BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,84,,,,,,,,44
1829,JUZGADO SEGUNDO CIVIL MUNICIPAL MAICAO LA GUAJIRA,,MAICAO,J02PRMPALMAICAO@CENDO.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1830,JUZGADO QUINTO DE FAMILIA DEL CIRCUITO,JUZGADO 036 DE FAMILIA DEL CIRCUITO DE BOGOTÁ,BOGOTÁ,FCTO05MA@CENDOJ.RAMAJUDICIAL.GOV.CO,,110013110036,,ORDINARIA,BOGOTÁ,BOGOTÁ,CARLOS MARIO MALAVER SANDOVAL,AVENIDA CARRERA 7#12C-23,1-,JUDICIAL,44
1831,JUZGADO PROMISCUO MUNICIPAL  DE CARMEN DE CARUPA CUNDINAMARCA,JUZGADO 001 PROMISCUO MUNICIPAL DE CARMEN DE CARUPA,CARMEN DE CARUPA,JPRMPALCARMENCARUPA@CENDOJ.RAMAJUDICIAL.GOV.CO,,251544089001,,ORDINARIA,CUNDINAMARCA,UBATÉ,TULA  MARTINEZ  MONTERROSA,CARRERA 3 # 3-28,8554150-,JUDICIAL,44
1832,JUZGADO LABORAL DEL CIRCUITO DE CHIRIGUANÁ,JUZGADO 002 LABORAL DEL CIRCUITO DE AGUACHICA,CHIRIGUANÁ,J01LCTOCHIRIGUANA@CENDOJ.RAMAJUDICIAL.GOV.CO,,200113105002,,ORDINARIA,VALLEDUPAR,AGUACHICA,JUAN ALEJANDRO OLAVE JIMENEZ,CALLE 5A#11-44,5-,JUDICIAL,44
1833,JUZGADO PROMISCUO MUNICIPAL GINEBRA VALLE,,GINEBRA,J01PMGINEBRA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1834,JUZGADO CUARENTA Y UNO 41 CIVIL MUNICIPAL DE BOGOTÁ,,BOGOTÁ D.C.,CMPL41BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,41,,,,,,,,44
1835,JUZGADO DOCE DE FAMILIA DE ORALIDAD DE CALI,,CALI,J12FCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1836,JUZGADO SEGUNDO CIVIL MUNICIPAL EN ORALIDAD SOLEDAD - ATLÁNTICO,,SOLEDAD,J02CMPALSOLEDAD@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1837,JUZGADO CUARTO LABORAL DEL CIRCUITO ARMENIA QUINDÍO,,ARMENIA,J04LCTOARM@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1838,JUZGADO SEGUNDO LABORAL DEL CIRCUITO SANTA MARTA,,SANTA MARTA,J02LCSMTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1839,"JUZGADO PRIMERO PROMISCUO MUNICIPAL GRANADA , META",,GRANADA,J01PRMGRANADA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1840,JUZGADO PROMISCUO MUNICIPAL ALVARADO - TOLIMA,,ALVARADO,J01PRMPALALVARADO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1841,JUZGADO SÉPTIMO CIVIL DEL CIRCUITO PEREIRA RISARALDA,,PEREIRA,J07CCTOPER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,44
1842,JUZGADO 5 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE TRANSITORIO ANTES JUZGADO OCTAVO CIVIL MUNICIPAL,,POPAYÁN,J08CMVPAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,5,,,,,,,,43
1844,JUZGADO SEGUNDO LABORAL DEL CIRCUITO DE ZIPAQUIRA,,ZIPAQUIRÁ,J02LCTOZIP@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,43
1845,JUZGADO TERCERO DE FAMILIA DEL CIRCUITO DE MONTERÍA,,MONTERÍA,J03FCMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,43
1846,JUZGADO CATORCE 14 DE PEQUEÑAS CAUSAS Y COMPETENCIA,,MEDELLÍN,J14PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,14,,,,,,,,43
1847,JUZGADO MUNICIPAL CIVIL 002,JUZGADO 002 CIVIL MUNICIPAL DE MEDELLÍN,MEDELLÍN,J02CMPALGIR@CENDOJ.RAMAJUDICIAL.GOV.CO,,050014003002,002,ORDINARIA,MEDELLÍN,MEDELLÍN,CAROLINA MARÍA BOTERO  MOLINA,CARRERA 52#42-73 - PISO 12 EDIFICIO JOSÉ FÉLIX DE RESTREPO,4-2328525 ext 2302,JUDICIAL,43
1848,JUZGADO PROMISCUO MUNICIPAL BELALCÁZAR CALDAS,,BELALCÁZAR,J01PRMPALBELALCAZAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,43
1849,JUZGADO CUARTO CIVIL MUNICIPAL BARRANCABERMEJA,,BARRANCABERMEJA,J04CMBMEJA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,43
1850,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLES SANTA MARTA MAGDALENA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE SANTA MARTA,SANTA MARTA,J03PRPCSMTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,470014189001,,ORDINARIA,SANTA MARTA,SANTA MARTA,VICTOR LORENZO BERMUDEZ MACHADO,AVENIDA 14#14-57 - EDIFICIO JUZGADOS PENALES PARA ADOLESCENTES,5-,JUDICIAL,43
1852,JUZGADO TREINTA Y TRES DE FAMILIA DE BOGOTÁ,,BOGOTÁ D.C.,FLIA33BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,43
1853,JUZGADO PROMISCUO MUNICIPAL DE NARIÑO CUNDINAMARCA,JUZGADO 001 PROMISCUO MUNICIPAL DE NARIÑO,NARIÑO,JPRMPALNARINOBT@CENDOJ.RAMAJUDICIAL.GOV.CO,,054834089001,,ORDINARIA,ANTIOQUIA,SONSÓN,ANDREA ISABEL RAMIREZ  BARBOSA,CALLE 10#7-24,4-8680236,JUDICIAL,43
1854,JUZGADO SEGUNDO CIVIL DEL CIRCUITO BARRANCABERMEJA,JUZGADO 001 CIVIL DEL CIRCUITO DE BARRANCABERMEJA,BARRANCABERMEJA,J02CCBMEJA@CENDOJ.RAMAJUDICIAL.GOV.CO,,680813103001,,ORDINARIA,BUCARAMANGA,BARRANCABERMEJA,MIRYAM GUZMÁN MORALES,CALLE 50#8B-35 - OFICINA 307,(077) 6228901,JUDICIAL,43
1855,JUZGADO PROMISCUO MUNICIPAL DE GACHANCIPÁ,JUZGADO 001 PROMISCUO MUNICIPAL DE GACHANCIPÁ,GACHANCIPÁ,RADICACIONESJPRMPALGACHANCIPA@CENDOJ.RAMAJUDICIAL.GOV.CO,,252954089001,,ORDINARIA,CUNDINAMARCA,ZIPAQUIRÁ,CLAUDIA MARCELA LEON RAIRAN,CALLE 6 #2-10 - PRIMER PISO,1-3532666 EXT 51461,JUDICIAL,43
1856,JUZGADO PRIMERO PROMISCUO MUNICIPAL CALOTO CAUCA,,CALOTO,J01PRMCALOTO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,43
1857,JUZGADO PROMISCUO MUNICIPAL DE BUENAVISTA SUCRE,JUZGADO 001 PROMISCUO MUNICIPAL DE BUENAVISTA,BUENAVISTA,JPRMPALBUENAVISTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,151094089001,,ORDINARIA,TUNJA,CHIQUINQUIRÁ,JANETH VIVIANA RIVERO  GUTIERREZ,CARRERA 4#4-44,N/A-,JUDICIAL,43
1860,JUZGADO 15 CIVIL MUNICIPAL DE EJECUCIÓN,JUZGADO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE MANIZALES,MANIZALES,RADICACIONJ15EJECMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,170014303000,15,ORDINARIA,MANIZALES,MANIZALES,,NA,NA,ADMINISTRATIVA,42
1861,JUZGADO SEGUNDO CIVIL DEL CIRCUITO DE SINCELEJO,JUZGADO 001 CIVIL DEL CIRCUITO DE SINCELEJO,SINCELEJO,CCTO02SINC@CENDOJ.RAMAJUDICIAL.GOV.CO,,700013103001,,ORDINARIA,SINCELEJO,SINCELEJO,KARINE STELLA BELTRAN AGAMEZ,CALLE 22 # 16-40,5-,JUDICIAL,42
1864,JUZGADO PROMISCUO MUNICIPAL DE GALERAS SUCRE,JUZGADO 001 PROMISCUO MUNICIPAL DE SUCRE,GALERAS,JPRMPALGALERAS@CENDOJ.RAMAJUDICIAL.GOV.CO,,197854089001,,ORDINARIA,POPAYÁN,PATÍA - EL BORDO,PAOLA ANDREA JIMENEZ ORDOÑEZ,CARRERA 1#3-14 - BARRIO CENTRO,8-240000,JUDICIAL,42
1866,"JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE SAN MARCOS , SUCRE",JUZGADO 001 PROMISCUO MUNICIPAL DE SAN MARCOS,SAN MARCOS,J02PRCTOSANMARCOS@CENDOJ.RAMAJUDICIAL.GOV.CO,,707084089001,,ORDINARIA,SINCELEJO,SAN MARCOS,MARIO DULCEY  GOMEZ,CALLE 18#24-56,5-,JUDICIAL,42
1867,JUZGADO 004 CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO 004 CIVIL MUNICIPAL DE BARRANQUILLA,BARRANQUILLA,VENTANILLAJ07ECMBQUILLA@CENDOJ.RAMAJUDICIAL.GOV.CO,,080014003004,004,ORDINARIA,BARRANQUILLA,BARRANQUILLA,YUSMEL DEL SOCORRO RUBIO  LICONA,"CALLE 40 # 44 - 80 - EDIFICIO CENTRO CÍVICO, PISO 7",5-3885005 Ext. 1062,JUDICIAL,42
1868,JUZGADO PROMISCUO MUNICIPAL DE SAN ESTANISLAO DE KOSTKA,JUZGADO 001 PROMISCUO MUNICIPAL DE SAN ESTANISLAO,SAN ESTANISLAO,J01PRMSESTANISLAO@CENDOJ.RAMAJUDICIAL.GOV.CO,,136474089001,,ORDINARIA,CARTAGENA,CARTAGENA,STEFFY  LINCH BARRERA,"CALLE 23#29-4 - CALLE BOLÍVAR, BAJANDO POR TIENDA LA ECONOMÍA",N/A-3102381841,JUDICIAL,42
1869,JUZGADO PROMISCUO MUNICIPAL DE ASTREA,JUZGADO 001 PROMISCUO MUNICIPAL DE ASTREA,ASTREA,J01PRMPALASTREA@CENDOJ.RAMAJUDICIAL.GOV.CO,,200324089001,,ORDINARIA,VALLEDUPAR,CHIRIGUANÁ,RODRIGO JABBA  VASQUEZ,CALLE 8#1-89,5260325,JUDICIAL,42
1870,JUZGADO OCTAVO ADMINISTRATIVO DE SANTA MARTA,JUZGADO 001 ADMINISTRATIVO  DE SANTA MARTA,SANTA MARTA,J08ADMSMTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,470013331001,,CONTENCIOSO ADMINISTRATIVO,MAGDALENA,SANTA MARTA,SAINE MAYEN MENDOZA  OÑATE,CARRERA 5#22-10 - OF 621,5-4315242,JUDICIAL,42
1871,JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO,,,ADM02NEI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,42
1872,JUZGADO 33 LABORAL DEL CIRCUITO DE BOGOTÁ D.C,,BOGOTÁ D.C.,JLATO33@CENDOJ.RAMAJUDICIAL.GOV.CO,,,33,,,,,,,,42
1873,JUZGADO PRIMERO PROMISCUO MUNICIPAL OROCUE CASANARE,,OROCUÉ,J01PRMPALOROCUE@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,42
1874,JUZGADO VEINTISIETE 27 CIVIL MUNICIPAL DE ORALIDAD BOGOTÁ  - CUNDINAMARCA,,BOGOTÁ D.C.,CMPL27BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,27,,,,,,,,42
1875,JUZGADO PROMISCUO MUNICIPAL DE EL COLEGIO - CUNDINAMARCA,JUZGADO 001 PROMISCUO MUNICIPAL DE EL COLEGIO,EL COLEGIO,JPRMPALCOLEGIO@CENDOJ.RAMAJUDICIAL.GOV.CO,,252454089001,,ORDINARIA,CUNDINAMARCA,LA MESA,REINALDO DE JESUS MARTINEZ  CARDENAS,CALLE 10#6-36 - PI 2,1-8475066,JUDICIAL,42
1876,JUZGADO TREINTA Y UNO LABORAL DEL CIRCUITO DE BOGOTÁ,,BOGOTÁ D.C.,JLATO31@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,42
1877,JUZGADO SEXTO DE FAMILIA  BUCARAMANGA,JUZGADO 001 DE FAMILIA  DE BUCARAMANGA,BUCARAMANGA,J06FABUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,680013110001,,ORDINARIA,BUCARAMANGA,BUCARAMANGA,JENIFFER FORERO  LAGUADO,CALLE 35#11-12 - OFICINA 212,7-3411,JUDICIAL,42
1878,JUZGADO SEXTO CIVIL DEL CIRCUITO DE VILLAVICENCIO META,JUZGADO 001 CIVIL DEL CIRCUITO DE VILLAVICENCIO,VILLAVICENCIO,CCTO06VCIO@CENDOJ.RAMAJUDICIAL.GOV.CO,,500013103001,,ORDINARIA,VILLAVICENCIO,VILLAVICENCIO,SARA GABRIELA GUERRERO CASTRO,CARRERA 29#33B-79 - TORRE A OFICINA 401,8-,JUDICIAL,42
1879,JUZGADO PRIMERO CIVIL MUNICIPAL DE BOGOTÁ,JUZGADO 001 CIVIL MUNICIPAL DE BOGOTÁ,BOGOTÁ D.C.,CMPL01BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,110014003001,,ORDINARIA,BOGOTÁ,BOGOTÁ,EDUARDO ANDRES CABRALES ALARCON,CARRERA 10 # 14-33  - PISO 4,1-,JUDICIAL,42
1880,JUZGADO PROMISCUO MUNICIPAL URIBIA - LA GUAJIRA,,URIBIA,0,,,,,,,,,,,42
1881,JUZGADO CUARTO CIVIL MUNICIPAL  BUENAVENTURA – VALLE DEL CAUCA,,BUENAVENTURA,J04CMBUENAVENTURA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,42
1882,JUZGADO TERCERO ADMINISTRATIVO ORAL DEL CIRCUITO DE MONTERIA,,MONTERÍA,ADM03MON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,42
1883,JUZGADO LABORAL DEL CIRCUITO  LORICA -CÓRDOBA,,LORICA,J01LABLORICA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,42
1884,JUZGADO CUARTO PROMISCUO MUNICIPAL CAJICÁ - CUNDINAMARCA,,CAJICÁ,,,,,,,,,,,,42
1887,JUZGADO 1 PROMICUO MUNICIPAL,,,JPRMPALCOTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,1,,,,,,,,41
1888,JUZGADO SETENTA CIVIL MUNICIPAL CONVERTIDO TRANSITORIAMENTE EN,,,CMP170BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,41
1889,JUZGADO OCTAVO CIVIL MUNICIPA,,,J08CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,41
