entidad_id,nombre_extraido,nombre_real,ciudad,email_extraido,email_real,nit,cod_institucion,orden,sector,naturaleza_juridica,tipo_institucion,direccion,telefono,pagina_web,estado,representante,cargo_representante,total_registros
1504,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO ADMINISTRADORA DEL MONOPOLIO RENTÍSTICO DE JUEGOS DE SUERTE Y AZAR - COLJUEGOS EICE .,,,CONTACTENOS@COLJUEGOS.GOV.CO,,,,,,,,,,,,,,65
1515,MUNICIPIO DE TUBARA,,TUBARÁ,HACIENDA@TUBARA-ATLANTICO.GOV.CO,,,,,,,,,,,,,,65
1535,"EMPRESA DE ACUEDUCTO , ALCANTARILLADO Y ASEO DE YOPAL","EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE YOPAL",YOPAL,EAAAY@EAAAY.GOV.CO,,844000755,3736,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,NO APLICA,CARRERA 19 NO 21-34,6345001,http://www.eaaay.gov.co,ACTIVA,,,63
1537,ALCALDIA DE CURUMANI,ALCALDIA DE CURUMANI,CURUMANÍ,COACTIVO@TRANSITOCURUMANI.COM,,800096580,315,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 7 Nº. 15-104,,http://www.curumani.gov.co,ACTIVA,HERMES FERNANDO MARTINEZ URSULA,,63
1539,"SECRETARÍA DE HACIENDA Y FINANZAS PÚBLICAS PUERTO SALGAR , CUNDINAMARCA",,PUERTO SALGAR,RECAUDO@PUERTOSALGAR-CUNDINAMARCA.GOV.CO,,,,,,,,,,,,,,63
1542,MUNICIPIO DE TAME,,TAME,INFO@IMTTA.GOV.CO,,,,,,,,,,,,,,63
1546,ALCALDIA DE SALENTO,ALCALDIA DE SALENTO,SALENTO,ALCALDIA@SALENTO-QUINDIO.GOV.CO,,890001127,993,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 6 6-30,7593105,http://salento-quindio.gov.co,ACTIVA,SANTIAGO ANGEL MORALES,,63
1548,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE,,NOTIFICACIONESJUDICIALES@SUBREDCENTROORIENTE.GOV.CO,,,8183,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,,0,NO DISPONIBLE,ACTIVA,,,62
1568,MUNICIPIO LA CEJA DEL TAMBO,,LA CEJA,EJECUCIONESFISCALES@LACEJA-ANTIOQUIA.GOV.CO,,,,,,,,,,,,,,61
1571,"FONDO DE PRESTACIONES ECONÓMICAS , CESANTÍAS Y PENSIONES","FONDO DE PRESTACIONES ECONOMICAS, CESANTIAS Y PENSIONES -FONCEP-",,SERVICIOALCIUDADANO@FONCEP.GOV.CO,,860041163,4308,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,"CARRERA 6 N 14  98 TORRE A EDIFICIO CONDOMINIO PARQUE
SANTANDER",3076200,http://foncep.gov.co,ACTIVA,,,60
1578,LAS CEIBAS EPN E.S.P.,,,INFO@LASCEIBAS.GOV.CO,,,,,,,,,,,,,,60
1595,ALCALDIA EL BANCO MAGDALENA,ALCALDIA DE EL BANCO,EL BANCO,INTRABAN@HOTMAIL.COM,,891780044,526,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,PALACIO MUNICIPAL. CALLE 5 ENTRE CARRERAS 7 Y 8,3114163227,http://www.elbanco-magdalena.gov.co,ACTIVA,RONALD DARIO FLOREZ SIERRA,,59
1597,ALCALDÍA MUNICIPAL SAN PEDRO - VALLE,,SAN PEDRO,ALCALDIA@SANPEDRO-VALLE.GOV.CO,,,,,,,,,,,,,,59
1609,"ALCALDÍA MUNICIPAL MUNICIPIO DE PUERTO BERRÍO , ANTIOQUIA",,PUERTO BERRÍO,HACIENDA@PUERTOBERRIO-ANTIOQIA.GOV.CO,,,,,,,,,,,,,,58
1625,COMISIÓN DE REGULACIÓN DE COMUNICACIONES - CRC,COMISION DE REGULACION DE COMUNICACIONES,,CONTRIBUCION@CRCOM.GOV.CO,,830002593,235,NACIONAL,TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,ADSCRITAS,CALLE 59 A 5  53 EDIFICIO LINK SIETE SESENTA PISO 9 BOGOTÁ D.C,3198300,www.crcom.gov.co,ACTIVA,PAOLA ANDREA BONILLA CASTAÑO,,56
1626,COMISIÓN NACIONAL DEL SERVICIO CIVIL - CNSC,COMISION NACIONAL DEL SERVICIO CIVIL,,JSANCHEZ@CNSC.GOV.CO,,900003409,6346,NACIONAL,NO APLICA,ORGANOS AUTÓNOMOS,NO APLICA,CARRERA 16 N 96  64 PISO 7O.,3259700,http://www.cnsc.gov.co,ACTIVA,ANIBAL GUSTAVO ADOLFO GRISALES,,56
1629,SECRETARÍA DE HACIENDA Y FINANZAS PÚBLICAS DEL  MUNICIPIO DOSQUEBRADAS,,DOSQUEBRADAS,HACIENDA@DOSQUEBRADAS.GOV.CO,,,,,,,,,,,,,,56
1631,GOBEMACIÓN DE CASANARE,,,COBROCOACTIVO@CASANARE.GOV.CO,,,,,,,,,,,,,,56
1632,MUNICIPIO DE  IBAGUÉ,,IBAGUÉ,TESORERIA@IBAGUE.GOV.CO,,,,,,,,,,,,,,56
1638,MUNICIPIO DE MAICAO,,MAICAO,TRASITOMAICAO@GMAIL.COM,,,,,,,,,,,,,,56
1641,ALCALDÍA MUNICIPAL DE PUERTO ESCONDIDO,ALCALDIA DE PUERTO ESCONDIDO,PUERTO ESCONDIDO,CONTACTENOS@PUERTOESCONDIDO-CORDOBA.GOV.CO,,800096770,924,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,ALCALDIA MUNICIPAL  DE PUERTO ESCONDIDO,7716012,http://www.puertoescondido-cordoba.gov.co,ACTIVA,IVYA JUDTIH MARZOLA REDONDO,,56
1642,FONVALMED,,,,,,,,,,,,,,,,,55
1643,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS,,NOTIFICACIONES_JUDICIALES@INVIMA.GOV.CO,CONTACTENOS@INVIMA.GOV.CO,830000167,234,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CARRERA 10 N 64  28,7422121,https://www.invima.gov.co,ACTIVA,FRANCISCO AUGUSTO GIUSEPPE ROSSI BUENAVENTURA,"GERENTE, PRESIDENTE O DIRECTOR GENERAL O NACIONAL DE ENTIDAD DESCENTRALIZADA Ó D",55
1645,SECRETARIA DE HACIENDA DE ARMENIA,SECRETARIA DE HACIENDA DE BOGOTA,ARMENIA,TESORERIA@ARMENIA.GOV.CO,,899999061,6123,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 30 N °  25 -90 P. 6,3385000,http://www.shd.gov.co,ACTIVA,,,55
1650,MUNICIPIO DE PEREIRA,,PEREIRA,,,,,,,,,,,,,,,55
1651,ALCALDÍA MUNICIPAL DE LA UNION VALLE DEL CAUCA,ALCALDIA DE LA UNION - VALLE DEL CAUCA,LA UNIÓN,ALCALDIA@LAUNION-VALLE.GOV.CO,,891901109,710,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 15 Nº 14-34,2293118,http://www.launion-valle.gov.co,ACTIVA,GERMAN ALFONSO VILLAQUIRAN HURTADO,,55
1658,ALCALDIA MUNICIPAL DE ZONA BANANERA,ALCALDIA DE ZONA BANANERA,ZONA BANANERA,TRANSITO@ZONABANANERA-MAGDALENA.GOV.CO,,819003297,1287,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,"CASA 9,PRADO SEVILLA, SEVILLA",4203052,http://www.zonabananera-magdalena.gov.co,ACTIVA,,,54
1668,CENTRAL DE INVERSIONES S.A.,CENTRAL DE INVERSIONES S.A.,,CISA@CISA.GOV.CO,CISA@CENTRALDEINVERSIONES.COM.CO,860042945,6168,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,ESPECIAL,VINCULADAS,CALLE 63 N 11  09,5460400,http://www.cisa.gov.co,ACTIVA,NICOLAS CORSO SALAMANCA,PRESIDENTE DE ENTIDAD DESCENTRALIZADA,53
1675,INSTITUTO PARA LA ECONOMÍA SOCIAL,INSTITUTO PARA LA ECONOMIA SOCIAL DE BOGOTA,,SJURIDICAC@IPES.GOV.CO,,899999446,4797,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 73 N 11  66 EDIFICIO TORRE 73,2976030,http://ipes.gov.co,ACTIVA,ALEJANDRO RIVERA CAMERO,,52
1681,DEPARTAMENTO DEL QUINDIO,,,INGRESOSPUBLICOS@GOBERNACIONQUINDIO.GOV.CO,,,,,,,,,,,,,,52
1695,SANTANDER,,,TRANSITO@BARBOSA-SANTANDER.GOV.CO,,,,,,,,,,,,,,51
1697,ALCALDÍA MUNICIPAL DE FLORIDABLANCA,ALCALDIA DE FLORIDABLANCA,FLORIDABLANCA,CONTACTENOS@FLORIDABLANCA.GOV.CO,,890205176,394,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 5 NO. 8-25 CASCO ANTIGUO,6076911050,www.floridablanca.gov.co,ACTIVA,JOSE FERNANDO SANCHEZ CARVAJAL,,51
1704,SECRETARÍA DE MOVILIDAD BOGOTA,SECRETARIA DE HACIENDA DE BOGOTA,BOGOTÁ D.C.,EMBARGOSYDESEMBARGOSDGC@MOVILIDADBOGOTA.GOV.CO,,899999061,6123,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 30 N °  25 -90 P. 6,3385000,http://www.shd.gov.co,ACTIVA,,,51
1714,ALCALDÍA MUNICIPAL DE SANTA ROSA DEL SUR,ALCALDIA DE SANTA ROSA DEL SUR,SANTA ROSA DEL SUR,,,800049017,1096,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 12A N. 11-26 BARRIO CENTRO,5697013,http://www.santarosadelsur-bolivar.gov.co,ACTIVA,MILTON ALEXIS OLAYA SANTAMARIA,,50
1727,BANCO FALABELLA,,,NOTIFICACIONESEMBARGOS@BANCOFALABELLA.COM.CO,,,,,,,,,,,,,,49
1738,INSTITUTO MUNICIPAL DE TRÁNSITO Y TRANSPORTES DE SOLEDAD,INSTITUTO MUNICIPAL DE TRANSPORTES Y TRANSITO DE COROZAL,SOLEDAD,NOTIFICACIONESJUDICIALES@TRANSITOSOLEDAD.GOV.CO,,823001932,4732,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CARRERA 27 NO.37 29,2840039,NO DISPONIBLE,ACTIVA,,,49
1747,DEPARTAMENTO DE SUCRE,,,CARSUCRE@CARSUCRE.GOV.CO,,,,,,,,,,,,,,48
1756,UGPP,,,CONTACTENOS@UGPP.GOV.CO,,,,,,,,,,,,,,48
1758,CARDER CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA,CORPORACION AUTONOMA REGIONAL DE RISARALDA,,CARDER@CARDER.GOV.CO,,891410354,269,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,AVENIDA DE LAS AMÉRICAS CON CALLE 46 # 46 - 40,63116511,http://www.carder.gov.co,ACTIVA,JULIO CÉSAR GÓMEZ SALAZAR,,48
1766,ALCLADIA MUNICIPAL DE GIRON,CONTRALORIA MUNICIPAL DE GIRON,GIRÓN,,,901100944,8299,TERRITORIAL,NO APLICA,CONTRALORÍA MUNICIPAL,NO APLICA,,6158893,http://www.contraloriadegiron.gov.co,ACTIVA,SARA LUCÍA REYES SERRANO,,47
1780,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,,JHON.ESCOBAR@ICBF.GOV.CO,ATENCIONALCIUDADANO@ICBF.GOV.CO,899999239,296,NACIONAL,IGUALDAD Y EQUIDAD,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,AVENIDA CARRERA 68 NO. 64 C - 75,4377630,https://www.icbf.gov.co,ACTIVA,"ARBELAEZ ARBELAEZ, LINA MARIA","GERENTE, PRESIDENTE O DIRECTOR GENERAL O NACIONAL DE ENTIDAD DESCENTRALIZADA Ó D",46
1787,INSTITUTO DE TRÁNSITO DE BOYACÁ,INSTITUTO DE TRANSITO DE BOYACA,,INFO@ITBOY.GOV.CO,,891801069,4571,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CARRERA 2A NO. 72-43,7450909,https://www.itboy.gov.co,ACTIVA,NATHALY LORENA GROSSO CEPEDA,,46
1810,ESE HOSPITAL CÉSAR URIBE PIEDRAHITA DE CAUCASIA,HOSPITAL REGIONAL  CESAR URIBE PIEDRAHITA  -CAUCASIA,CAUCASIA,ESEHOPITALCAUCASIA@COBROCOACTIVO.COM.CO,,890980757,3522,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,CALLE 31 CON KRA 18- BARRIO EL PALMAR- CAUCASIA- ANTIOQUIA,8392161,http://www.hcup.gov.co,ACTIVA,,,45
1813,MUNICIPIO DE SARAVENA,,SARAVENA,ALCALDIA@SARAVENA-ARAUCA.GOV.CO,,,,,,,,,,,,,,45
1819,ALCALDÍA MUNICIPAL DE PALERMO,ALCALDIA DE PALERMO,PALERMO,CONTACTENOS@PALERMO-HUILA.GOV.CO,,891180021,841,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 8 NO 8-54,8784011,http://www.palermo-huila.gov.co,ACTIVA,,,45
1828,MUNICIPIO DE PUERTO SALGAR,CONCEJO DE PUERTO SALGAR,PUERTO SALGAR,RECAUDO@PUERTOSALGAR-CUNDINAMARCA.GOV.CO,,899999413,2383,TERRITORIAL,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,TRANSVERSAL 11A CALLE 11 EDIFICIO CASA DE LA CULTURA,8398091,http://www.puertosalgar-cundinamarca.gov.co,ACTIVA,,,44
1843,ALCALDÍA MUNICIPAL SECRETARÍA DE HACIENDA,,,CONTACTENOS@ELSPINAL-TOLIMA.GOV.CO,,,,,,,,,,,,,,43
1851,SECRETARIA DISTRITAL DE HACIENDA DE BOGOTA,SECRETARIA DE HACIENDA DE BOGOTA,BOGOTÁ D.C.,RADICACIONHACIENDABOGOTA@SHD.GOV.CO,,899999061,6123,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 30 N °  25 -90 P. 6,3385000,http://www.shd.gov.co,ACTIVA,,,43
1858,GOBIERNO DISTRITAL,,,NOTIFICACIONES@TRANSITOBARRANCABERMEJA.GOV.CO,,,,,,,,,,,,,,42
1859,OFICINA DE EJECUCIÓN CIVIL MUNICIPAL,,,OFEJCMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,42
1862,SUPERINTENDENCIA FINANCIERA,,,CISA@CISA.GOV.CO,,,,,,,,,,,,,,42
1863,FUNDACIÓN LIBORIO MEJÍA,,FUNDACIÓN,0,,,,,,,,,,,,,,42
1865,CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y DEL SAN JORGE,CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y DEL SAN JORGE,,CVS@CVS.GOV.CO,,891000627,267,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CALLE 29 N 2  43 EDIFICIO MORINDÓ,7829950,http://www.cvs.gov.co,ACTIVA,,,42
1885,ALCALDÍA DE CER,,,,,,,,,,,,,,,,,41
1886,E.S.E. HOSPITAL SAN RAFAEL CAROLINA DEL PRINCIPE,ESE HOSPITAL SAN RAFAEL CAROLINA  DEL PRINCIPE,CAROLINA DEL PRÍNCIPE,SUBDIRECCIONADMINISTRATIVA@ESESANRAFAEL-CAROLINA-ANTIOQUIA.GOV.CO,,890906344,3251,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,NO APLICA,CALLE 77ASUR # 55-110 INTERIOR 12-12 LA ESTRELLA,8634045,www.esesanrafael-carolina-antioquia.gov.co,ACTIVA,DANIEL CASTRILLON ARANGO,,41
1901,ALCALDIA MUNICIPAL RIOSUCIO,,RIOSUCIO,ALCALDIA@RIOSUCIO-CALDAS.GOV.CO,,,,,,,,,,,,,,41
1909,CORPOCALDAS,,,CORPOCALDAS@CORPOCALDAS.GOV.CO,,,,,,,,,,,,,,40
1913,SECRETARIA DE MOVILIDAD MUNICIPIO DE SOACHA,,SOACHA,CONTACTENOS@ALCALDIASOACHA.GOV.CO,,,,,,,,,,,,,,40
1915,SECRETARÍA DE MOVILIDAD DE SINCELEJO,SECRETARIA DISTRITAL DE MOVILIDAD,SINCELEJO,TRANSITO@SINCELEJO.GOV.CO,,899999061,6124,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,AV CALLE 13 NO. 37-35,3649400,http://www.movilidadbogota.gov.co,ACTIVA,,,40
1922,MUNICIPIO DE CAREPA,,CAREPA,CONTACTENOS@CAREPA-ANTIOQUIA.GOV.CO,,,,,,,,,,,,,,40
1940,LA CEJA DEL TAMBO,ALCALDIA DE LA CEJA DEL TAMBO,LA CEJA,ALCALDIA@LACEJA-ANTIOQUIA.GOV.CO,,890981207,682,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA  20 NO 19-78,5531414,https://laceja-antioquia.gov.co/,ACTIVA,MARIA ILBED SANTA SANTA,,39
1944,CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER,CORPORACION AUTONOMA REGIONAL DE SANTANDER,,CONTACTENOS@CAS.GOV.CO,,804000292,886,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CARRERA 12 N 9  06,77240762,http://www.cas.gov.co,ACTIVA,,,39
1946,GOBERNACIÓN DEL CAUCA,GOBERNACION DE VALLE DEL CAUCA,,COBROCOACTIVO@CAUCA.GOV.CO,,890399029,4420,TERRITORIAL,NO APLICA,GOBERNACIÓN,ADSCRITAS,CARRERA 6 CALLE 9 Y 10  PALACIO SAN FRANCISCO,8600147,http://www.valledelcauca.gov.co,ACTIVA,DILIAN FRANCISCA TORO TORRES,,39
1948,MINISTERIO DE TRANSPORTE,MINISTERIO DE TRANSPORTE,,SERVICIOALCIUDADANO@MINTRANSPORTE.GOV.CO,WEBMASTER@MINTRANSPORTE.GOV.CO,899999055,13,NACIONAL,TRANSPORTE,MINISTERIO,CABEZA,AVENIDA EL DORADO C.A.N.,3240800,https://www.mintransporte.gov.co,ACTIVA,MARIA FERNANDA ROJAS MANTILLA,MINISTRO,39
1957,INSTITUTO DE TRANSITO Y TRANSPORTE DE EL BANCO MAGDALENA,INSTITUTO DE TRANSITO Y TRANSPORTE MUNICIPAL DE EL BANCO,EL BANCO,INTRABAN@ELBANCO-MAGDALENA.GOV.CO,,900165338,4583,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CARRERA 4 NO 6-20,3013509894,NO DISPONIBLE,ACTIVA,,,39
1958,ALCALDÍA JAVIER,,,,,,,,,,,,,,,,,38
1983,INSTITUTO MUNICIPAL DE TRANSPORTE Y TRANSITO,INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE SOLEDAD,,IMTTCERETE@HOTMAIL.COM,,802021451,4730,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 24A # 18-42,3754123,NO DISPONIBLE,ACTIVA,,,37
1984,COLEPNSIONES,,,COBROCOACTIVO@COLPENSIONES.GOV.CO,,,,,,,,,,,,,,37
1991,SUBSECRETARIA DE TRÁNSITO Y MOVILIDAD DE SANTA ROSA DE CABAL,,SANTA ROSA DE CABAL,SUBTRANSITO@SANTAROSADECABAL-RISARALDA.GOV.CO,,,,,,,,,,,,,,37
2014,FONPRECON PENSIONES Y CESANTÍAS,,,NOTIFICACIONESJUDICIALES@FONPRECON.GOV.CO,,,,,,,,,,,,,,36
2026,ALCALDIA DE ARATOCA,ALCALDIA DE ARATOCA,ARATOCA,CONTACTENOS@ARATOCA-SANTANDER.GOV.CO,,890205334,99,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 4 N° 4 - 38,7266687,http://www.aratoca-santander.gov.co,ACTIVA,MONICA NATALIA AVELLANEDA GALVIS,,36
2048,SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPIO DE GRANADA - META,,GRANADA,JURIDICATRANSITO@GRANADA-META.GOV.CO,,,,,,,,,,,,,,35
2058,SECRETARÍA DE TRANSITO Y TRANSPORTE DE SUCRE,,,CONTACTENOS@SUCRE.GOV.CO,,,,,,,,,,,,,,35
2066,ESE HOSPITAL LA DIVINA MISERICORDIA,,,MISERICORDIA@ESEHOSPITALLADIVINAMISERICORDIA.GOV.CO,,,,,,,,,,,,,,34
2067,CAM,,,CAMHUILA@CAM.GOV.CO,,,,,,,,,,,,,,34
2068,MINISTERIO DE COMERCIO INDUSTRIA Y TURISMO,"MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO",,INFO@MINCIT.GOV.CO,INFO@MINCIT.GOV.CO,830115297,5203,NACIONAL,COMERCIO INDUSTRIA Y TURISMO,MINISTERIO,CABEZA,CALLE 28 N 13 A 15,6067676,http://www.mincit.gov.co,ACTIVA,DIANA MARCELA MORALES ROJAS,MINISTRO,34
2070,DIRECCIÓN SECCIONAL DE SANTA MARTA,,SANTA MARTA,HACIENDA@SANTAMARTA.GOV.CO,,,,,,,,,,,,,,34
2078,DIRECCIÓN SECCIONAL DE MONTERIA,,MONTERÍA,COBCOAMONT@CENDOJ.RAMAJUDICAL.GOV.CO,,,,,,,,,,,,,,34
2087,MINISTERIO DEL DEPORTE,MINISTERIO DEL DEPORTE,,CONTACTO@MINDEPORTE.GOV.CO,CONTACTO@MINDEPORTE.GOV.CO,899999306,8038,NACIONAL,DEPORTE,MINISTERIO,CABEZA,AVENIDA 68   55  65,4377030,https://www.mindeporte.gov.co,ACTIVA,PATRICIA DUQUE CRUZ,MINISTRO,34
2096,MUNICIPIO DE SOGAMOSO,,SOGAMOSO,HACIENDA@SOGAMOSO-BOYACA.GOV.CO,,,,,,,,,,,,,,33
2097,TRÁNSITO SANTA ROSA DE CABAL RISARALDA,,SANTA ROSA DE CABAL,SUBTRANSITO@SANTAROSADECABAL-RISARALDA.GOV.CO,,,,,,,,,,,,,,33
2098,ALCALDIA MUNICIPAL DE YONDÓ,ALCALDIA DE YONDO,YONDÓ,NOTIFICACIONESHACIENDA@YONDO.GOV.CO,,890984265,1278,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CRA 55 NO 46A -16 BARRIO ANTONIO ROLDAN BETANCURT,8325335,http://www.yondo-antioquia.gov.co,ACTIVA,YERSON ANTONIO ARIZA RIVERA,,33
2101,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DE CURUMANÍ,,CURUMANÍ,COACTIVO@TRANSITOCURUMANI.COM,,,,,,,,,,,,,,33
2109,ALCALDÍA DE TOCANCIPÁ,ALCALDIA DE TOCANCIPA,TOCANCIPÁ,HACIENDA@TOCANCIPA.GOV.CO,,899999428,1196,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 11 6-12,8574547,http://www.tocancipa-cundinamarca.gov.co,ACTIVA,WALFRANDO ADOLFO FORERO BEJARANO,,33
2115,SECRETARÍA DE TRÁNSITO Y SEGURIDAD VIAL DE BARRANQUILLA,,BARRANQUILLA,ATENCIONALCIUDADANO@BARRANQUILLA.GOV.CO,,,,,,,,,,,,,,33
2116,SECRETARÍA DE HACIENDA DEL MUNICIPIO DE FLORENCIA,,FLORENCIA,SECHACIENDA@FLORENCIA-CAQUETA.GOV.CO,,,,,,,,,,,,,,33
2121,EMPRESAS MUNICIPALES DE CALI EICE ESP,,,,,,,,,,,,,,,,,33
2122,SECRETARIA DE HACIENDA DEPARTAMENTAL,SECRETARIA DE HACIENDA DE BOGOTA,,RENTASEJECUCIONESFISCALES@GOBCESAR.GOV.CO,,899999061,6123,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 30 N °  25 -90 P. 6,3385000,http://www.shd.gov.co,ACTIVA,,,32
2124,EI INSTITUTO DE DESARROLLO URBANO,INSTITUTO DE DESARROLLO URBANO - IDU,,CORRESPONDENCIA@IDU.GOV.CO,,899999081,4554,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 22   6  27,3386660,http://www.idu.gov.co,ACTIVA,,,32
2128,SECRETARIA GENERAL DESPACHO DE COBRO COACTIVO,,,CAMHUILA@CAM.GOV.CO,,,,,,,,,,,,,,32
2132,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,,CARDER@CARDER.GOV.CO,CORRESPONDENCIA@MINAMBIENTE.GOV.CO,830115395,8003,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,MINISTERIO,CABEZA,CALLE 37 - 8 40,3323821,http://www.minambiente.gov.co,ACTIVA,LENA YANINA ESTRADA ASITO,MINISTRO,32
2141,DEPARTAMENTO DE ANTIOQUIA,,,GESTIONDOCUMENTAL@ANTIOQUIA.GOV.CO,,,,,,,,,,,,,,32
2143,UNIVERSIDAD DEL TOLIMA,UNIVERSIDAD DEL TOLIMA,,COBRO.COACTIVA@CORTOLIMA.GOV.CO,,890700640,6241,TERRITORIAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,NO APLICA,SANTA HELENA UT,2772026,http://www.ut.edu.co,ACTIVA,,,32
2148,CONTRALORÍA DEPARTAMENTAL DEL HUILA,CONTRALORIA DEPARTAMENTAL DEL HUILA,,INFO@CONTRALORIAHUILA.GOV.CO,,800169790,2653,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,NO APLICA,"CARRERA 4, CALLE 8 ESQUINA
EDIFICIO GOBERNACION DEL HUILA PISO 5",8713304,http://www.contraloriahuila.gov.co,ACTIVA,GLORIA ELENA RAMIREZ MEÑACA,,32
2159,COORDINACIÓN ADMINISTRATIVA DE FLORENCIA - CAQUETÁ,,FLORENCIA,OFJURIDICAFL@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,32
2169,ALCALDÍA MUNICIPAL DE ARACATACA MAGDALENA,ALCALDIA DE ARACATACA,ARACATACA,ALCALDIA@ARACATACA-MAGDALENA.GOV.CO,,891780041,97,TERRITORIAL,FUNCIÓN PÚBLICA,ALCALDÍA,ADSCRITAS,CALLE 9 NO 4A-32,4270727,http://www.aracataca-magdalena.gov.co,ACTIVA,LEITER  SALGADO PACHECO,,31
2175,ALCALDÍA DE DOSQUEBRADAS,ALCALDIA DE DOSQUEBRADAS,DOSQUEBRADAS,HACIENDA@DOSQUEBRADAS.GOV.CO,,800099310,518,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,AVENIDA  SIMON BOLIVAR CRA 16 NO. 36-44 CAM.,3320535,http://www.dosquebradas.gov.co,ACTIVA,ROBERTO  JIMENEZ NARANJO,,31
